x,operator,y,=,z
82,/,41,=,2
82,-,5,=,77
30,*,30,=,900
91,+,84,=,175
79,-,17,=,62
93,*,100,=,9300
69,*,9,=,621
4,-,96,=,-92
46,+,7,=,53
33,*,26,=,858
96,+,48,=,144
98,/,1,=,98
75,-,24,=,51
26,/,2,=,13
50,+,36,=,86
83,*,55,=,4565
11,+,10,=,21
57,+,60,=,117
11,*,41,=,451
77,+,90,=,167
32,*,98,=,3136
61,-,96,=,-35
90,+,5,=,95
1,+,56,=,57
54,+,26,=,80
72,/,72,=,1
34,/,2,=,17
48,+,15,=,63
16,/,16,=,1
65,/,65,=,1
90,-,50,=,40
74,*,60,=,4440
97,+,15,=,112
91,*,87,=,7917
57,/,57,=,1
74,/,2,=,37
68,*,72,=,4896
72,/,36,=,2
3,*,99,=,297
6,*,77,=,462
13,*,93,=,1209
71,*,19,=,1349
6,-,53,=,-47
35,-,44,=,-9
71,-,97,=,-26
28,/,1,=,28
77,+,11,=,88
35,+,74,=,109
9,-,59,=,-50
29,/,1,=,29
13,+,4,=,17
69,*,54,=,3726
61,+,10,=,71
15,-,90,=,-75
33,+,12,=,45
20,-,27,=,-7
35,*,54,=,1890
70,/,70,=,1
73,/,1,=,73
98,*,92,=,9016
66,-,2,=,64
20,/,5,=,4
19,-,78,=,-59
95,*,61,=,5795
85,/,17,=,5
22,*,77,=,1694
42,/,21,=,2
44,-,34,=,10
60,*,3,=,180
64,*,28,=,1792
62,+,43,=,105
28,+,33,=,61
6,*,79,=,474
27,+,91,=,118
67,/,1,=,67
45,+,97,=,142
10,+,24,=,34
31,/,1,=,31
11,-,30,=,-19
20,*,33,=,660
48,-,99,=,-51
32,/,1,=,32
28,*,99,=,2772
31,-,22,=,9
52,*,19,=,988
91,-,55,=,36
91,-,67,=,24
39,/,1,=,39
26,/,1,=,26
9,-,89,=,-80
86,*,74,=,6364
69,/,23,=,3
30,*,27,=,810
93,*,70,=,6510
4,*,63,=,252
84,/,4,=,21
54,+,73,=,127
92,/,92,=,1
12,+,60,=,72
20,*,48,=,960
95,-,23,=,72
5,+,80,=,85
20,*,81,=,1620
37,/,1,=,37
1,+,59,=,60
16,-,9,=,7
50,/,50,=,1
38,+,70,=,108
71,/,1,=,71
47,*,80,=,3760
85,-,61,=,24
9,+,41,=,50
100,-,18,=,82
52,-,36,=,16
57,+,54,=,111
49,/,7,=,7
76,/,19,=,4
93,*,38,=,3534
13,*,33,=,429
88,+,8,=,96
17,-,98,=,-81
91,*,17,=,1547
87,/,3,=,29
43,/,43,=,1
99,+,17,=,116
5,-,16,=,-11
78,/,26,=,3
58,/,2,=,29
80,-,17,=,63
3,+,16,=,19
32,/,32,=,1
62,/,31,=,2
21,-,95,=,-74
43,/,1,=,43
68,-,75,=,-7
78,+,75,=,153
55,+,54,=,109
82,*,54,=,4428
80,*,17,=,1360
30,+,8,=,38
26,*,31,=,806
27,*,66,=,1782
52,-,13,=,39
76,-,95,=,-19
64,*,94,=,6016
58,+,47,=,105
7,+,43,=,50
39,/,1,=,39
88,-,33,=,55
62,/,62,=,1
21,*,74,=,1554
32,-,5,=,27
83,+,32,=,115
51,+,97,=,148
12,+,28,=,40
85,-,60,=,25
46,-,93,=,-47
95,*,24,=,2280
4,/,1,=,4
6,+,12,=,18
85,*,85,=,7225
85,-,73,=,12
4,-,92,=,-88
8,+,66,=,74
61,-,18,=,43
71,*,77,=,5467
42,/,14,=,3
36,/,1,=,36
56,*,20,=,1120
67,/,1,=,67
93,-,72,=,21
89,/,89,=,1
66,/,33,=,2
85,/,85,=,1
97,*,30,=,2910
9,/,1,=,9
76,*,70,=,5320
47,+,72,=,119
89,+,76,=,165
54,/,1,=,54
97,*,24,=,2328
44,-,61,=,-17
20,+,76,=,96
91,-,99,=,-8
40,+,5,=,45
71,+,17,=,88
80,/,1,=,80
96,*,91,=,8736
84,*,24,=,2016
16,/,2,=,8
13,-,100,=,-87
25,-,40,=,-15
16,/,1,=,16
78,*,75,=,5850
51,-,16,=,35
36,+,55,=,91
68,/,2,=,34
94,/,94,=,1
52,*,98,=,5096
47,/,1,=,47
15,+,22,=,37
31,+,12,=,43
76,-,9,=,67
58,/,2,=,29
60,/,5,=,12
39,+,90,=,129
26,/,13,=,2
91,/,7,=,13
83,-,86,=,-3
6,/,2,=,3
24,-,15,=,9
6,*,79,=,474
60,/,3,=,20
67,*,27,=,1809
21,+,56,=,77
74,*,67,=,4958
52,-,67,=,-15
95,/,19,=,5
70,+,38,=,108
31,-,29,=,2
91,-,24,=,67
1,*,94,=,94
17,-,48,=,-31
84,/,12,=,7
95,+,3,=,98
33,/,3,=,11
53,*,2,=,106
33,-,25,=,8
59,-,48,=,11
93,/,3,=,31
33,/,11,=,3
69,*,71,=,4899
34,*,24,=,816
93,-,87,=,6
99,+,8,=,107
89,/,89,=,1
58,-,69,=,-11
92,+,10,=,102
38,+,53,=,91
75,*,19,=,1425
4,-,95,=,-91
17,+,14,=,31
90,-,68,=,22
37,-,30,=,7
53,+,34,=,87
40,/,4,=,10
44,+,61,=,105
6,*,93,=,558
77,*,14,=,1078
11,+,23,=,34
57,/,19,=,3
63,+,21,=,84
87,+,93,=,180
25,/,5,=,5
39,+,39,=,78
2,/,2,=,1
33,+,19,=,52
93,/,93,=,1
43,*,61,=,2623
65,*,55,=,3575
1,*,21,=,21
57,/,3,=,19
46,+,87,=,133
81,+,92,=,173
81,-,64,=,17
19,+,66,=,85
58,*,67,=,3886
57,+,27,=,84
27,/,9,=,3
2,/,2,=,1
36,+,2,=,38
31,/,1,=,31
21,/,3,=,7
35,/,1,=,35
55,/,11,=,5
48,/,1,=,48
54,/,3,=,18
7,-,1,=,6
53,*,66,=,3498
8,-,98,=,-90
81,-,39,=,42
8,+,44,=,52
51,/,3,=,17
4,/,2,=,2
6,+,70,=,76
45,+,2,=,47
95,*,29,=,2755
65,-,48,=,17
64,*,17,=,1088
31,*,17,=,527
1,*,34,=,34
67,*,93,=,6231
35,+,88,=,123
17,+,84,=,101
3,+,66,=,69
10,+,2,=,12
21,*,2,=,42
26,/,13,=,2
13,+,66,=,79
49,-,32,=,17
59,/,1,=,59
57,/,3,=,19
75,-,28,=,47
64,/,8,=,8
69,/,3,=,23
48,-,62,=,-14
77,*,19,=,1463
88,/,11,=,8
71,*,3,=,213
62,+,89,=,151
28,/,2,=,14
54,/,18,=,3
26,*,25,=,650
73,+,32,=,105
58,+,70,=,128
15,*,51,=,765
38,-,28,=,10
44,-,19,=,25
12,*,61,=,732
19,-,39,=,-20
49,*,91,=,4459
31,+,60,=,91
81,/,81,=,1
45,+,25,=,70
47,/,47,=,1
63,*,88,=,5544
36,*,54,=,1944
42,*,96,=,4032
59,*,56,=,3304
64,-,5,=,59
33,-,60,=,-27
89,-,10,=,79
24,*,31,=,744
88,-,45,=,43
31,+,11,=,42
89,-,79,=,10
48,/,48,=,1
54,*,87,=,4698
34,-,4,=,30
84,/,2,=,42
29,-,67,=,-38
29,-,33,=,-4
49,-,96,=,-47
82,*,79,=,6478
82,-,44,=,38
91,/,91,=,1
44,/,11,=,4
82,+,93,=,175
72,/,8,=,9
57,*,87,=,4959
36,+,74,=,110
1,/,1,=,1
10,+,87,=,97
32,-,51,=,-19
25,/,5,=,5
96,/,12,=,8
22,/,11,=,2
10,-,60,=,-50
24,*,7,=,168
49,+,3,=,52
65,+,41,=,106
60,/,2,=,30
94,/,1,=,94
10,/,5,=,2
93,-,99,=,-6
57,*,49,=,2793
15,/,3,=,5
98,+,52,=,150
77,*,23,=,1771
52,/,2,=,26
44,-,15,=,29
94,/,1,=,94
54,*,86,=,4644
93,*,53,=,4929
26,/,26,=,1
74,*,29,=,2146
29,-,64,=,-35
81,/,27,=,3
34,/,34,=,1
5,-,34,=,-29
59,+,99,=,158
61,/,1,=,61
96,*,84,=,8064
71,*,2,=,142
90,/,18,=,5
26,-,48,=,-22
98,-,85,=,13
81,*,80,=,6480
27,+,48,=,75
84,*,53,=,4452
55,*,71,=,3905
17,+,76,=,93
92,-,57,=,35
86,*,53,=,4558
72,*,77,=,5544
50,*,75,=,3750
33,+,43,=,76
32,-,58,=,-26
89,+,54,=,143
21,-,82,=,-61
68,*,41,=,2788
36,+,36,=,72
44,+,14,=,58
65,+,81,=,146
100,*,84,=,8400
77,/,1,=,77
94,+,46,=,140
73,+,4,=,77
75,+,36,=,111
16,*,75,=,1200
26,+,99,=,125
65,/,1,=,65
89,-,3,=,86
10,/,10,=,1
47,*,35,=,1645
19,+,41,=,60
76,-,6,=,70
24,+,32,=,56
26,/,26,=,1
67,*,97,=,6499
54,*,74,=,3996
99,+,95,=,194
72,/,3,=,24
69,/,1,=,69
46,+,85,=,131
70,-,62,=,8
64,/,32,=,2
24,*,84,=,2016
36,*,72,=,2592
21,/,3,=,7
40,/,8,=,5
78,+,7,=,85
96,*,33,=,3168
61,+,85,=,146
47,*,35,=,1645
12,/,12,=,1
82,-,98,=,-16
8,*,85,=,680
97,*,92,=,8924
1,-,32,=,-31
8,*,74,=,592
34,+,89,=,123
36,/,4,=,9
80,/,10,=,8
84,-,84,=,0
15,-,69,=,-54
69,-,90,=,-21
54,-,77,=,-23
34,-,48,=,-14
79,*,5,=,395
87,/,87,=,1
12,+,92,=,104
77,+,15,=,92
71,+,74,=,145
8,*,65,=,520
41,-,62,=,-21
1,*,75,=,75
71,-,87,=,-16
63,+,62,=,125
70,*,68,=,4760
100,*,85,=,8500
54,*,23,=,1242
86,*,61,=,5246
55,+,88,=,143
9,*,20,=,180
92,*,31,=,2852
48,/,24,=,2
78,+,21,=,99
50,/,5,=,10
14,*,84,=,1176
55,/,11,=,5
48,/,1,=,48
100,-,92,=,8
88,*,19,=,1672
49,+,25,=,74
19,+,31,=,50
11,/,11,=,1
58,*,19,=,1102
39,+,54,=,93
68,/,68,=,1
16,/,4,=,4
90,+,25,=,115
40,*,21,=,840
83,*,54,=,4482
90,*,26,=,2340
54,*,43,=,2322
28,/,7,=,4
83,*,93,=,7719
66,+,87,=,153
99,-,69,=,30
61,*,100,=,6100
77,*,58,=,4466
6,-,30,=,-24
18,/,9,=,2
51,/,17,=,3
11,+,63,=,74
95,/,19,=,5
55,*,58,=,3190
6,-,8,=,-2
80,+,94,=,174
8,+,96,=,104
15,-,77,=,-62
36,+,23,=,59
72,-,100,=,-28
81,-,29,=,52
4,-,91,=,-87
35,-,90,=,-55
28,-,89,=,-61
78,*,17,=,1326
5,*,84,=,420
26,-,15,=,11
44,-,33,=,11
11,-,97,=,-86
28,-,14,=,14
90,/,1,=,90
39,+,11,=,50
77,*,9,=,693
29,*,15,=,435
21,+,2,=,23
58,-,16,=,42
95,*,76,=,7220
14,+,2,=,16
19,+,67,=,86
37,/,37,=,1
68,+,32,=,100
29,-,72,=,-43
70,+,3,=,73
30,+,37,=,67
52,/,1,=,52
87,*,39,=,3393
19,-,11,=,8
76,+,90,=,166
50,/,10,=,5
39,/,3,=,13
38,*,88,=,3344
66,*,97,=,6402
99,*,10,=,990
86,/,1,=,86
50,-,64,=,-14
34,*,87,=,2958
32,/,4,=,8
39,-,57,=,-18
57,*,56,=,3192
99,-,17,=,82
90,-,39,=,51
53,-,29,=,24
53,-,87,=,-34
39,*,100,=,3900
7,+,46,=,53
32,/,1,=,32
54,-,81,=,-27
27,/,3,=,9
59,+,68,=,127
6,/,3,=,2
92,-,17,=,75
4,+,14,=,18
3,-,15,=,-12
57,*,53,=,3021
26,+,77,=,103
18,+,79,=,97
80,/,8,=,10
30,+,81,=,111
77,/,11,=,7
63,+,70,=,133
49,-,66,=,-17
70,+,49,=,119
2,*,13,=,26
77,*,74,=,5698
78,*,28,=,2184
22,/,11,=,2
26,*,67,=,1742
39,/,39,=,1
76,-,37,=,39
86,*,51,=,4386
65,/,1,=,65
35,-,16,=,19
95,+,30,=,125
96,-,52,=,44
44,-,42,=,2
3,*,87,=,261
13,*,7,=,91
24,-,82,=,-58
77,*,21,=,1617
74,-,17,=,57
100,+,48,=,148
39,-,74,=,-35
73,+,20,=,93
54,/,18,=,3
67,+,26,=,93
32,+,10,=,42
33,/,11,=,3
82,/,2,=,41
9,*,63,=,567
52,-,94,=,-42
65,+,25,=,90
82,+,4,=,86
3,*,100,=,300
91,*,65,=,5915
13,/,1,=,13
16,*,2,=,32
61,-,13,=,48
55,-,32,=,23
29,+,9,=,38
44,-,6,=,38
97,-,63,=,34
55,+,55,=,110
79,/,1,=,79
64,+,67,=,131
70,-,29,=,41
62,/,31,=,2
48,/,16,=,3
68,-,67,=,1
75,/,75,=,1
14,/,7,=,2
98,*,83,=,8134
68,*,29,=,1972
38,+,58,=,96
71,-,25,=,46
64,+,24,=,88
8,*,15,=,120
72,-,64,=,8
98,+,20,=,118
13,-,44,=,-31
47,-,4,=,43
64,*,19,=,1216
71,+,25,=,96
68,*,61,=,4148
15,-,14,=,1
51,/,1,=,51
90,*,1,=,90
6,/,1,=,6
93,-,88,=,5
7,+,51,=,58
39,+,1,=,40
65,-,44,=,21
11,/,11,=,1
75,*,61,=,4575
6,*,16,=,96
74,-,99,=,-25
12,*,17,=,204
76,*,59,=,4484
2,+,37,=,39
33,/,11,=,3
51,-,32,=,19
17,+,61,=,78
65,/,65,=,1
61,/,61,=,1
39,-,86,=,-47
42,-,17,=,25
43,/,43,=,1
28,*,57,=,1596
59,-,47,=,12
82,+,89,=,171
81,*,70,=,5670
23,+,41,=,64
62,/,1,=,62
61,/,61,=,1
89,/,1,=,89
81,+,30,=,111
57,+,36,=,93
4,+,20,=,24
92,+,12,=,104
83,-,74,=,9
2,*,38,=,76
89,/,1,=,89
52,/,2,=,26
12,/,1,=,12
17,-,97,=,-80
26,/,2,=,13
58,-,23,=,35
53,-,13,=,40
30,/,5,=,6
95,*,14,=,1330
14,+,54,=,68
74,-,59,=,15
91,-,89,=,2
23,*,3,=,69
66,+,50,=,116
61,*,14,=,854
21,*,16,=,336
61,+,89,=,150
74,-,78,=,-4
89,-,79,=,10
36,*,19,=,684
35,-,49,=,-14
32,*,49,=,1568
8,+,20,=,28
96,/,3,=,32
6,-,61,=,-55
43,+,45,=,88
4,+,87,=,91
93,/,93,=,1
32,+,39,=,71
64,+,55,=,119
60,+,67,=,127
70,+,7,=,77
22,*,10,=,220
95,+,42,=,137
49,/,49,=,1
44,*,53,=,2332
49,-,71,=,-22
88,/,8,=,11
41,*,87,=,3567
7,*,16,=,112
27,/,27,=,1
66,+,45,=,111
9,/,3,=,3
81,*,37,=,2997
37,*,83,=,3071
10,/,5,=,2
4,*,27,=,108
6,+,36,=,42
60,*,51,=,3060
86,*,61,=,5246
94,*,39,=,3666
88,/,8,=,11
4,-,27,=,-23
40,/,2,=,20
62,+,21,=,83
91,/,1,=,91
87,*,92,=,8004
9,+,39,=,48
67,-,31,=,36
36,-,91,=,-55
71,/,1,=,71
34,*,69,=,2346
77,-,52,=,25
8,-,36,=,-28
25,*,55,=,1375
23,/,1,=,23
2,/,2,=,1
49,*,89,=,4361
93,+,50,=,143
18,+,33,=,51
57,-,80,=,-23
21,-,100,=,-79
8,+,77,=,85
45,-,84,=,-39
3,*,89,=,267
48,*,1,=,48
32,/,8,=,4
90,+,75,=,165
34,/,1,=,34
69,*,83,=,5727
83,*,7,=,581
35,/,35,=,1
42,+,53,=,95
11,*,65,=,715
26,+,86,=,112
69,/,3,=,23
86,*,10,=,860
48,-,75,=,-27
63,/,63,=,1
74,-,99,=,-25
46,/,1,=,46
30,/,30,=,1
94,-,57,=,37
31,/,1,=,31
18,*,51,=,918
61,-,71,=,-10
95,+,11,=,106
11,/,11,=,1
78,-,66,=,12
58,*,91,=,5278
59,-,1,=,58
4,/,2,=,2
84,+,49,=,133
15,+,10,=,25
75,*,63,=,4725
83,*,95,=,7885
52,*,33,=,1716
20,/,5,=,4
92,-,74,=,18
30,/,3,=,10
44,+,26,=,70
45,+,96,=,141
4,*,70,=,280
78,+,70,=,148
21,/,3,=,7
70,*,73,=,5110
2,-,43,=,-41
72,/,8,=,9
1,+,21,=,22
34,+,83,=,117
50,-,20,=,30
60,-,99,=,-39
100,+,7,=,107
92,/,4,=,23
65,+,4,=,69
45,-,61,=,-16
13,*,75,=,975
87,/,1,=,87
18,+,17,=,35
5,+,23,=,28
13,/,1,=,13
72,*,31,=,2232
15,/,5,=,3
47,-,42,=,5
16,+,41,=,57
77,/,1,=,77
51,/,1,=,51
58,/,58,=,1
10,/,2,=,5
64,*,50,=,3200
42,/,42,=,1
70,/,10,=,7
12,/,3,=,4
28,+,6,=,34
94,/,1,=,94
40,-,48,=,-8
68,/,34,=,2
42,/,42,=,1
46,+,92,=,138
45,*,93,=,4185
82,+,64,=,146
45,+,31,=,76
47,-,66,=,-19
33,+,8,=,41
66,*,60,=,3960
40,+,100,=,140
25,+,100,=,125
32,*,67,=,2144
53,/,53,=,1
24,/,1,=,24
57,-,6,=,51
86,/,43,=,2
55,/,11,=,5
57,/,19,=,3
50,-,33,=,17
76,/,19,=,4
15,+,69,=,84
55,*,28,=,1540
85,*,45,=,3825
5,-,89,=,-84
44,-,16,=,28
75,/,15,=,5
22,*,36,=,792
57,/,57,=,1
27,+,86,=,113
12,+,56,=,68
72,/,18,=,4
22,*,12,=,264
1,*,84,=,84
24,-,77,=,-53
85,+,79,=,164
47,/,47,=,1
96,+,30,=,126
45,/,45,=,1
76,/,38,=,2
99,-,92,=,7
54,*,13,=,702
62,+,84,=,146
77,-,61,=,16
14,-,14,=,0
43,/,43,=,1
67,/,1,=,67
98,*,20,=,1960
53,-,61,=,-8
44,*,5,=,220
34,/,1,=,34
88,-,45,=,43
29,+,69,=,98
74,+,3,=,77
77,/,11,=,7
37,-,89,=,-52
58,/,29,=,2
51,-,8,=,43
27,-,82,=,-55
43,*,50,=,2150
13,*,68,=,884
39,*,31,=,1209
36,*,49,=,1764
99,*,33,=,3267
91,/,1,=,91
37,+,57,=,94
18,-,96,=,-78
70,/,70,=,1
51,/,3,=,17
33,*,63,=,2079
55,-,3,=,52
68,+,3,=,71
99,+,35,=,134
1,/,1,=,1
63,/,9,=,7
5,*,51,=,255
2,-,61,=,-59
46,*,4,=,184
29,/,29,=,1
1,+,42,=,43
91,+,78,=,169
63,+,57,=,120
22,/,1,=,22
79,-,90,=,-11
71,/,1,=,71
33,/,1,=,33
11,-,99,=,-88
52,+,29,=,81
81,/,1,=,81
11,+,60,=,71
34,*,49,=,1666
36,+,98,=,134
23,+,67,=,90
61,/,61,=,1
85,+,13,=,98
86,+,31,=,117
26,+,51,=,77
36,/,6,=,6
34,-,52,=,-18
8,/,8,=,1
35,-,54,=,-19
74,*,77,=,5698
7,/,7,=,1
71,/,1,=,71
10,+,20,=,30
4,*,37,=,148
3,+,96,=,99
60,/,3,=,20
16,*,79,=,1264
62,/,31,=,2
47,-,57,=,-10
1,/,1,=,1
69,-,57,=,12
49,+,7,=,56
52,+,32,=,84
30,*,8,=,240
8,/,4,=,2
10,+,45,=,55
50,-,26,=,24
33,*,52,=,1716
14,-,89,=,-75
44,*,1,=,44
91,-,65,=,26
52,/,1,=,52
1,*,10,=,10
96,*,58,=,5568
23,*,66,=,1518
95,*,57,=,5415
31,/,31,=,1
44,+,100,=,144
76,-,52,=,24
67,*,78,=,5226
37,-,21,=,16
52,*,42,=,2184
75,*,69,=,5175
76,/,2,=,38
91,/,1,=,91
56,+,87,=,143
82,*,77,=,6314
27,-,35,=,-8
39,/,1,=,39
41,+,31,=,72
94,+,14,=,108
7,/,1,=,7
3,*,65,=,195
20,+,99,=,119
17,-,49,=,-32
94,/,47,=,2
45,/,5,=,9
73,/,73,=,1
34,*,53,=,1802
27,+,34,=,61
1,*,91,=,91
60,/,3,=,20
56,/,7,=,8
34,/,17,=,2
6,+,37,=,43
18,-,32,=,-14
68,*,90,=,6120
52,/,52,=,1
50,+,85,=,135
40,/,20,=,2
47,+,67,=,114
80,-,37,=,43
35,/,7,=,5
37,/,37,=,1
78,-,84,=,-6
25,-,40,=,-15
52,-,64,=,-12
28,-,49,=,-21
37,/,1,=,37
21,/,21,=,1
63,+,31,=,94
66,/,11,=,6
83,*,77,=,6391
82,-,27,=,55
55,/,11,=,5
15,+,83,=,98
9,/,3,=,3
79,+,70,=,149
14,-,57,=,-43
34,+,95,=,129
90,+,98,=,188
92,*,70,=,6440
53,+,67,=,120
46,/,23,=,2
34,/,2,=,17
50,+,78,=,128
56,/,14,=,4
74,*,30,=,2220
7,/,1,=,7
82,-,98,=,-16
85,-,46,=,39
83,/,1,=,83
84,*,40,=,3360
26,-,68,=,-42
79,-,38,=,41
39,*,88,=,3432
42,/,7,=,6
58,+,91,=,149
61,-,71,=,-10
18,-,60,=,-42
32,+,67,=,99
10,-,69,=,-59
9,/,9,=,1
38,/,2,=,19
68,/,34,=,2
98,/,49,=,2
64,*,18,=,1152
25,+,50,=,75
37,*,7,=,259
29,/,29,=,1
25,/,25,=,1
40,+,14,=,54
100,-,25,=,75
27,+,55,=,82
50,*,44,=,2200
86,*,67,=,5762
63,-,5,=,58
45,-,86,=,-41
6,-,62,=,-56
85,/,5,=,17
68,-,76,=,-8
85,-,87,=,-2
29,/,1,=,29
27,*,77,=,2079
41,-,51,=,-10
97,-,2,=,95
57,-,35,=,22
71,/,1,=,71
37,+,99,=,136
74,-,21,=,53
81,+,86,=,167
43,/,1,=,43
57,-,36,=,21
92,-,56,=,36
59,/,59,=,1
66,*,18,=,1188
53,*,76,=,4028
24,/,3,=,8
27,/,9,=,3
66,/,66,=,1
54,/,3,=,18
46,*,23,=,1058
5,*,30,=,150
25,+,96,=,121
45,/,5,=,9
69,*,78,=,5382
77,/,77,=,1
38,/,2,=,19
13,+,60,=,73
69,/,3,=,23
61,+,74,=,135
13,-,100,=,-87
79,/,79,=,1
66,+,8,=,74
25,+,23,=,48
67,-,100,=,-33
31,/,31,=,1
92,*,62,=,5704
10,/,1,=,10
81,+,55,=,136
6,/,3,=,2
47,-,67,=,-20
83,*,28,=,2324
69,+,97,=,166
10,/,5,=,2
70,-,37,=,33
39,*,43,=,1677
2,/,2,=,1
17,/,1,=,17
86,+,39,=,125
31,*,74,=,2294
9,-,95,=,-86
96,/,1,=,96
100,+,77,=,177
100,+,74,=,174
1,/,1,=,1
5,-,30,=,-25
20,*,44,=,880
28,+,5,=,33
34,/,2,=,17
95,-,16,=,79
5,-,54,=,-49
5,-,78,=,-73
58,/,29,=,2
11,-,5,=,6
80,+,96,=,176
73,+,93,=,166
4,+,35,=,39
27,+,55,=,82
98,+,4,=,102
12,/,3,=,4
67,-,3,=,64
24,+,7,=,31
67,*,61,=,4087
66,+,70,=,136
41,-,63,=,-22
38,/,1,=,38
32,/,4,=,8
81,*,63,=,5103
13,/,13,=,1
91,*,52,=,4732
66,+,70,=,136
48,*,66,=,3168
97,-,33,=,64
87,+,3,=,90
27,/,27,=,1
94,*,5,=,470
12,+,68,=,80
93,/,3,=,31
35,/,35,=,1
60,*,16,=,960
7,-,22,=,-15
42,+,48,=,90
29,+,52,=,81
11,/,11,=,1
90,*,8,=,720
84,*,97,=,8148
34,*,100,=,3400
15,+,11,=,26
81,+,92,=,173
37,/,1,=,37
66,/,6,=,11
17,-,72,=,-55
54,+,25,=,79
20,-,20,=,0
28,+,37,=,65
23,+,68,=,91
79,/,1,=,79
20,+,81,=,101
84,*,68,=,5712
53,*,24,=,1272
48,*,24,=,1152
70,+,69,=,139
42,+,39,=,81
7,-,47,=,-40
27,+,12,=,39
14,-,41,=,-27
20,+,67,=,87
29,/,1,=,29
99,-,3,=,96
71,+,46,=,117
28,+,79,=,107
19,-,12,=,7
45,-,78,=,-33
92,*,10,=,920
69,/,69,=,1
95,+,38,=,133
41,/,41,=,1
77,*,93,=,7161
22,-,69,=,-47
6,*,19,=,114
64,/,1,=,64
50,-,18,=,32
16,*,7,=,112
92,+,59,=,151
54,-,48,=,6
17,-,34,=,-17
85,*,49,=,4165
62,*,82,=,5084
68,/,2,=,34
78,-,48,=,30
15,-,58,=,-43
87,+,2,=,89
56,*,44,=,2464
6,*,99,=,594
5,*,62,=,310
79,/,1,=,79
64,*,60,=,3840
40,*,93,=,3720
64,+,99,=,163
21,*,86,=,1806
21,/,7,=,3
24,-,89,=,-65
46,*,85,=,3910
44,/,44,=,1
74,/,1,=,74
100,-,62,=,38
58,/,1,=,58
30,*,29,=,870
64,-,61,=,3
60,+,19,=,79
36,+,37,=,73
48,*,50,=,2400
43,+,39,=,82
18,-,25,=,-7
53,-,7,=,46
34,*,45,=,1530
96,*,34,=,3264
66,-,19,=,47
94,/,94,=,1
90,+,90,=,180
28,-,92,=,-64
32,*,75,=,2400
45,-,27,=,18
100,-,27,=,73
20,+,27,=,47
52,-,31,=,21
7,+,46,=,53
76,/,38,=,2
85,*,26,=,2210
71,+,56,=,127
6,*,57,=,342
90,-,53,=,37
13,/,1,=,13
47,*,59,=,2773
82,/,1,=,82
40,+,18,=,58
65,-,95,=,-30
88,/,11,=,8
3,/,3,=,1
69,/,1,=,69
63,-,39,=,24
49,+,75,=,124
48,-,95,=,-47
70,/,35,=,2
25,-,61,=,-36
69,+,27,=,96
2,+,8,=,10
71,-,100,=,-29
44,+,76,=,120
8,+,92,=,100
42,-,44,=,-2
86,/,43,=,2
62,/,31,=,2
26,*,13,=,338
46,/,23,=,2
47,+,57,=,104
82,+,72,=,154
20,-,28,=,-8
21,/,7,=,3
40,+,27,=,67
49,+,68,=,117
31,/,31,=,1
89,*,27,=,2403
77,+,67,=,144
50,*,98,=,4900
99,+,82,=,181
83,+,22,=,105
62,+,3,=,65
73,+,75,=,148
83,*,79,=,6557
77,*,83,=,6391
21,/,3,=,7
10,+,27,=,37
29,*,76,=,2204
53,/,53,=,1
92,+,21,=,113
42,+,37,=,79
37,+,14,=,51
18,*,59,=,1062
26,/,26,=,1
70,+,97,=,167
41,+,41,=,82
79,/,79,=,1
18,+,27,=,45
55,/,1,=,55
31,*,41,=,1271
66,/,2,=,33
98,-,69,=,29
92,*,42,=,3864
29,*,56,=,1624
18,/,1,=,18
86,/,1,=,86
7,+,74,=,81
64,+,7,=,71
69,*,45,=,3105
80,+,76,=,156
54,-,57,=,-3
33,/,3,=,11
86,/,43,=,2
96,-,95,=,1
48,-,20,=,28
87,-,8,=,79
59,/,1,=,59
45,+,11,=,56
45,*,76,=,3420
41,-,66,=,-25
79,/,1,=,79
4,/,2,=,2
1,+,43,=,44
74,-,24,=,50
80,-,59,=,21
32,/,1,=,32
44,-,86,=,-42
100,/,4,=,25
69,-,46,=,23
24,*,80,=,1920
28,/,7,=,4
94,/,94,=,1
80,*,46,=,3680
89,/,1,=,89
59,*,19,=,1121
22,/,22,=,1
34,*,3,=,102
75,-,85,=,-10
83,/,83,=,1
70,+,85,=,155
63,-,22,=,41
78,+,48,=,126
82,+,93,=,175
72,*,7,=,504
28,+,2,=,30
79,-,41,=,38
86,-,70,=,16
79,+,83,=,162
75,/,5,=,15
81,*,49,=,3969
61,*,71,=,4331
38,-,73,=,-35
78,-,70,=,8
37,-,46,=,-9
74,+,27,=,101
48,-,74,=,-26
82,+,75,=,157
84,/,3,=,28
55,+,19,=,74
98,+,30,=,128
3,+,52,=,55
49,-,69,=,-20
7,*,57,=,399
41,+,32,=,73
50,+,68,=,118
58,+,28,=,86
86,-,94,=,-8
42,+,46,=,88
47,-,61,=,-14
70,-,63,=,7
42,-,8,=,34
92,+,73,=,165
95,+,12,=,107
76,+,43,=,119
77,+,44,=,121
44,+,51,=,95
46,-,40,=,6
52,/,52,=,1
51,+,85,=,136
83,/,83,=,1
90,+,13,=,103
36,*,97,=,3492
87,-,62,=,25
60,*,11,=,660
40,*,39,=,1560
70,*,29,=,2030
4,-,48,=,-44
32,*,48,=,1536
92,*,86,=,7912
33,*,23,=,759
12,/,3,=,4
69,-,49,=,20
